name,wikipedia__en,state,group,term,source,id,name__es,wikipedia__es,name__en,gender,birth_date,given_name,identifier__viaf,image,death_date,family_name,identifier__freebase
Amalia García Medina,Amalia García Medina,Federal District,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,,,,,,,,,,,,
Rosendo Serrano Toledo,Rosendo Serrano Toledo,Oaxaca,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16191237,,"",Rosendo Serrano Toledo,male,1959-05-20,,,,,,
Verónica García Reyes,Verónica García Reyes,Michoacán,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190459,,"",Verónica García Reyes,female,1977-08-23,Verónica,,,,,
Martha Sosa Govea,Martha Sosa Govea,Colima,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,,,,,,,,,,,,
Mariana García Rojas,Mariana García Rojas,Veracruz,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16214847,,"",Mariana García Rojas,female,1974-10-29,Mariana,,,,,
Dora Talamante Lemas,Dora Talamante Lemas,Sonora,PANAL,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16196292,,"",Dora Talamante Lemas,female,1965-01-07,Dora,,,,,
Lucila Garfias,Lucila Garfias,Mexico,PANAL,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16148680,,"",Lucila Garfias,female,1951-12-01,,,,,,
Margarita Tapia Fonllem,Margarita Tapia Fonllem,Federal District,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16191329,,"",Margarita Tapia Fonllem,female,1959-04-11,Margarita,,,,,
Ana Lilia Garza Cadenas,Ana Lilia Garza Cadenas,Baja California,PVEM,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,,,,,,,,,,,,
Araceli Torres Flores,Araceli Torres Flores,Veracruz,PT,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16191382,,"",Araceli Torres Flores,female,1960-10-17,Araceli,,,,,
Marcelo Garza Ruvalcaba,Marcelo Garza Ruvalcaba,Nuevo León,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190462,,"",Marcelo Garza Ruvalcaba,male,1983-09-08,Marcelo,,,,,
Tomás Torres Mercado,Tomás Torres Mercado,Zacatecas,PVEM,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q7820523,Tomás Torres Mercado,Tomás Torres Mercado,Tomás Torres Mercado,male,,Tomás,,,,,
Merilyn Gómez Pozos,Merilyn Gómez Pozos,Jalisco,MC,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16221305,,"",Merilyn Gómez Pozos,female,1981-12-11,,,,,,
Crystal Tovar Aragón,Crystal Tovar Aragón,Chihuahua,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16191390,,"",Crystal Tovar Aragón,female,1990-01-23,Crystal,,,,,
Amira Griselda Gómez,Amira Griselda Gómez,Tamaulipas,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16186253,,"",Amira Griselda Gómez,female,1954-08-21,Amira,,,,,
José Isabel Trejo,José Isabel Trejo,Zacatecas,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5940656,José Isabel Trejo Reyes,José Isabel Trejo Reyes,José Isabel Trejo,male,1959-04-09,José,,,,,
Nelly González Aguilar,Nelly González Aguilar,Tamaulipas,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q6039583,Nelly González Aguilar,Nelly González Aguilar,Nelly González Aguilar,female,1977-04-07,Nelly,,,,,
Javier Treviño,Javier Treviño,Nuevo León,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q6165742,Javier Treviño,"",Javier Treviño,male,1960-12-11,Javier,,,,,
Rodrigo González Barrios,Rodrigo González Barrios,Nayarit,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190498,,"",Rodrigo González Barrios,male,1958-03-12,Rodrigo,,,,,
María Urciel Castañeda,María Urciel Castañeda,Nayarit,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16193411,,"",María Urciel Castañeda,female,1959-10-09,María,,,,,
Adriana González Carrillo,Adriana González Carrillo,Mexico,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5658341,Adriana González Carrillo,Adriana González Carrillo,Adriana González Carrillo,female,1975-03-16,Adriana,,,,,
Juan Carlos Uribe Padilla,Juan Carlos Uribe Padilla,Chiapas,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16196747,,"",Juan Carlos Uribe Padilla,male,1966-12-31,Juan,,,,,
Federico González Luna,Federico González Luna,Veracruz,PVEM,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16196481,,"",Federico González Luna,male,1966-06-03,Federico,,,,,
Simón Valanci,Simón Valanci,Mexico,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16194849,,"",Simón Valanci,male,1962-01-05,Simón,,,,,
Alfa González Magallanes,Alfa González Magallanes,Coahuila,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190495,,"",Alfa González Magallanes,female,1981-05-28,Alfa,,,,,
Cinthya Valladares Couoh,Cinthya Valladares Couoh,Yucatán,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q15379224,Cinthya Valladares Couoh,"",Cinthya Valladares Couoh,female,,,,,,,
Víctor Rafael González,Víctor Rafael González,Oaxaca,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16193122,,"",Víctor Rafael González,male,1959-05-23,Victor,,,,,
José Luis Valle Magaña,José Luis Valle Magaña,Jalisco,MC,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q15379222,José Luis Valle Magaña,"",José Luis Valle Magaña,male,1959-09-26,José,,,,,
José González Morfin,José González Morfin,Michoacán,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5940123,José González Morfín,José González Morfín,José González Morfin,male,1954-07-25,José,,,,,
Lorenia Valles Sampedro,Lorenia Valles Sampedro,Sonora,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q15379214,Lorenia Valles Sampedro,"",Lorenia Valles Sampedro,female,1976-12-18,,,,,,
Luis Antonio González Roldán,Luis Antonio González Roldán,Mexico,PANAL,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16196954,,"",Luis Antonio González Roldán,male,1967-02-26,Luis,,,,,
Nelly Vargas,Nelly Vargas,Tabasco,MC,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q15379205,Nelly Vargas,"",Nelly Vargas,female,1959-08-13,Nelly,,,,,
Martha Gutiérrez Manrique,Martha Gutiérrez Manrique,Hidalgo,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16193611,,"",Martha Gutiérrez Manrique,female,1960-01-28,Martha,,,,,
Nuvia Mayorga Delgado,Nuvia Mayorga Delgado,Hidalgo,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16196591,,"",Nuvia Mayorga Delgado,female,1966-01-31,,,,,,
Martín Vásquez Villanueva,Martín Vásquez Villanueva,Oaxaca,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q15379197,Martín Vásquez Villanueva,"",Martín Vásquez Villanueva,male,1965-09-07,Martín,,,,,
María de Jesús Huerta,María de Jesús Huerta,Nuevo León,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16148967,,"",María de Jesús Huerta,female,1951-02-03,María,,,,,
Maricela Velázquez Sánchez,Maricela Velázquez Sánchez,Morelos,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,,,,,,,,,,,,
Zuleyma Huidobro,Zuleyma Huidobro,Puebla,MC,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16217344,,"",Zuleyma Huidobro,female,1978-06-30,,,,,,
Jorge Villalobos Seañez,Jorge Villalobos Seañez,Sinaloa,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q15379189,Jorge Villalobos Seañez,"",Jorge Villalobos Seañez,male,1978-07-19,Jorge,,,,,
Raquel Jiménez Cerrillo,Raquel Jiménez Cerrillo,Querétaro,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16196522,,"",Raquel Jiménez Cerrillo,female,1966-01-21,Raquel,,,,,
Luis Alberto Villarreal,Luis Alberto Villarreal,Guanajuato,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5680996,Luis Alberto Villarreal García,Luis Alberto Villarreal García,Luis Alberto Villarreal,male,1974-11-11,Luis,,,,,
Verónica Juárez Piña,Verónica Juárez Piña,Jalisco,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190627,,"",Verónica Juárez Piña,female,1971-09-28,Verónica,,,,,
Blanca María Villaseñor,Blanca María Villaseñor,Michoacán,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q15379178,Blanca María Villaseñor,"",Blanca María Villaseñor,female,1963-09-28,Blanca,,,,,
Karina Labastida Sotelo,Karina Labastida Sotelo,Mexico,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16215881,,"",Karina Labastida Sotelo,female,1976-01-12,Karina,,,,,
María Villaseñor Vargas,María Villaseñor Vargas,Federal District,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q15379174,María Villaseñor Vargas,"",María Villaseñor Vargas,female,1960-11-23,María,,,,,
José Antonio León Mendivil,José Antonio León Mendivil,Veracruz,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16107392,,"",José Antonio León Mendivil,male,1946-04-17,José,,,,,
Martha Vital,Martha Vital,Chiapas,PVEM,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q15379167,Martha Vital,"",Martha Vital,female,1963-09-20,Martha,,,,,
Margarita Licea González,Margarita Licea González,Jalisco,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16193215,,"",Margarita Licea González,female,1959-02-28,Margarita,,,,,
Beatriz Yamamoto Cázarez,Beatriz Yamamoto Cázarez,Guanajuato,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q15379160,Beatriz Yamamoto Cázarez,"",Beatriz Yamamoto Cázarez,female,1950-05-16,Beatriz,,,,,
Roberto López González,Roberto López González,Jalisco,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190734,,"",Roberto López González,male,1958-06-07,Roberto,53904331,,,,
Elizabeth Yáñez Robles,Elizabeth Yáñez Robles,Guanajuato,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q15379157,Elizabeth Yáñez Robles,"",Elizabeth Yáñez Robles,female,1945-09-29,Elizabeth,,,,,
Raudel López López,Raudel López López,Aguascalientes,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16205939,,"",Raudel López López,male,1969-12-17,,,,,,
Alfredo Zamora García,Alfredo Zamora García,Baja California Sur,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q15379151,Alfredo Zamora García,"",Alfredo Zamora García,male,1963-03-28,Alfredo,,,,,
Roberto López Rosado,Roberto López Rosado,Oaxaca,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16194169,,"",Roberto López Rosado,male,1961-02-16,Roberto,,,,,
Gabriel López Rosado,Gabriel López Rosado,Oaxaca,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190731,,"",Gabriel López Rosado,male,,Gabriel,,,,,
María Beatriz Zavala Peniche,María Beatriz Zavala Peniche,Yucatán,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,,,,,,,,,,,,
María Carmen López Segura,María Carmen López Segura,Baja California,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q15256243,María Carmen López Segura,María Carmen López Segura,María Carmen López Segura,female,1946-03-30,María,,,,,
María Elvia Amaya Araujo,María Elvia Amaya Araujo,Baja California,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q6003708,María Elvia Amaya Araujo,María Elvia Amaya Araujo,María Elvia Amaya Araujo,female,1954-02-27,María,,https://upload.wikimedia.org/wikipedia/commons/4/43/Maria_Elvia_Amaya_de_Hank.jpg,2012-09-08,,
Ruth Zavaleta Salgado,Ruth Zavaleta Salgado,Federal District,PVEM,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,,,,,,,,,,,,
